unit_id,task_id,domain,dimension,task_title_short,gold_dimension_value,label_gpt4o,conf_gpt4o,reason_gpt4o,label_claude,conf_claude,reason_claude,proxy_final_label,adjudication_needed,adjudicator_label,adjudicator_note
BZ09_how_much,BZ09,business,how_much,写一份面向投资人的医疗AI项目商业计划书摘要,商业计划书摘要长度控制在10-15页，包括5个主要部分：项目概述、市场分析、产品介绍、财务预测和团队介绍；预计需要2名全职员工和1名兼职顾问，总预算为10万元人民币，其中市场调研费用3万、文案撰写费用4万、设计与排版费用2万、其他杂费1万。,private,3,"The specific details about the document length, team composition, and budget allocation are user-specific and not inferable from general context or conventions.",private,3,"The specific budget breakdown, staffing requirements, and detailed cost allocations are highly project-specific and cannot be inferred from the general task description alone.",private,False,,
BZ09_how_to_do,BZ09,business,how_to_do,写一份面向投资人的医疗AI项目商业计划书摘要,首先进行市场调研和竞品分析，明确项目定位；然后详细描述产品功能和技术优势，结合实际案例说明其应用场景和效果；接着制定详细的财务预测和资金使用计划，最后附上团队背景和联系方式；采用清晰、专业的语言和图表辅助说明。,mixed,2,"The general structure and components of a business plan summary for investors are inferable, but the specific steps and details depend on user-specific preferences and project specifics.",public,2,Standard business plan structure and methodology for investor presentations are well-established conventions in the business domain.,mixed,False,,
BZ09_when,BZ09,business,when,写一份面向投资人的医疗AI项目商业计划书摘要,在当前医疗技术快速发展和人工智能应用日益广泛的时代背景下，特别是在医疗资源紧张、需求增长的情况下；项目计划在接下来的三个月内完成商业计划书并开始融资。,mixed,2,"The general timing context of leveraging current trends in AI and healthcare is inferable, but the specific timeline of three months and immediate financing plans are user-specific details.",mixed,2,"The general timing context about current AI/medical trends is inferable, but the specific 3-month timeline for business plan completion is user-specific information.",mixed,False,,
BZ09_where,BZ09,business,where,写一份面向投资人的医疗AI项目商业计划书摘要,全球范围内，重点关注中国、美国和欧洲等医疗技术和投资活跃的地区；同时考虑不同地区的法律法规和市场需求差异。,mixed,2,"The focus on global markets and key regions like China, the US, and Europe is inferable, but the specific mention of legal regulations and market demand differences is user-specific.",mixed,2,"While targeting major markets like China, US, and Europe is predictable for medical AI investment pitches, the specific emphasis on regulatory differences and market variations requires user-specific strategic knowledge.",mixed,False,,
BZ09_who,BZ09,business,who,写一份面向投资人的医疗AI项目商业计划书摘要,投资人（主要受众）、医疗行业专家（技术顾问）、医院管理层（潜在客户）、政府监管机构（合规审查）；,mixed,2,"The primary audience (投资人) is inferable, but the inclusion of other stakeholders like 医疗行业专家, 医院管理层, and 政府监管机构 involves user-specific details not clearly inferable from the context alone.",public,2,The key stakeholders for a medical AI business plan are standard and predictable from business conventions and the task context.,mixed,False,,
BZ09_why,BZ09,business,why,写一份面向投资人的医疗AI项目商业计划书摘要,吸引潜在投资者对医疗AI项目的兴趣，展示其市场潜力和盈利能力；通过详细的数据分析和市场调研，证明该项目的可行性和创新性。,public,2,"The goal of attracting investors by showcasing market potential, profitability, feasibility, and innovation is standard for business plans in the medical AI domain.",mixed,2,"The general purpose of attracting investors is clear from the task goal, but the specific emphasis on detailed data analysis and market research as proof methods represents additional strategic details not explicitly stated in the original goal.",mixed,False,,
BZ10_how_feel,BZ10,business,how_feel,分析私域流量运营对电商品牌的战略价值,整体风格应保持专业严谨，同时注重案例分享以增强说服力；语言表达上既要体现出对行业趋势的敏锐洞察，也要能够激发读者对企业未来发展的信心。,mixed,2,"The need for a professional and insightful tone is inferable, but the emphasis on case sharing and specific motivational language reflects user-specific preferences.",mixed,2,"While professional tone is expected for business analysis, the specific balance between rigor/cases and the emphasis on inspiring confidence reflects particular stylistic preferences.",mixed,False,,
BZ10_how_much,BZ10,business,how_much,分析私域流量运营对电商品牌的战略价值,预计投入时间为6个月至1年，初期投资约50万元人民币用于平台搭建和技术支持；后期每月维护费用约5万元；目标是在第一年内实现至少20%的用户增长率和15%以上的销售额提升。,private,3,"The specific investment amounts, timeframes, and target metrics are user-specific and not inferable from general context or domain conventions.",private,3,"The specific investment amounts, timeframes, and target metrics are highly dependent on the company's budget, scale, and strategic priorities which cannot be inferred from the general task description.",private,False,,
BZ10_how_to_do,BZ10,business,how_to_do,分析私域流量运营对电商品牌的战略价值,首先明确私域流量构建目标与KPI；接着选择合适的工具如微信小程序、公众号等进行粉丝积累；然后通过内容营销、社群管理等方式增强用户互动；最后利用大数据分析优化整个流程。,mixed,2,"The general approach to private traffic operations is inferable, but specific tools and methods like '微信小程序' and '公众号' depend on user-specific preferences and context.",public,2,"The systematic approach (goal setting, tool selection, engagement, optimization) follows standard business strategy frameworks that are commonly known in e-commerce and digital marketing.",mixed,False,,
BZ10_when,BZ10,business,when,分析私域流量运营对电商品牌的战略价值,随着互联网红利逐渐消失，公域流量成本持续上升，当前正是企业重视并加强私域流量建设的最佳时机；特别是对于那些希望在未来几年内实现快速增长的电商品牌而言尤为重要。,mixed,2,"The general timing relevance of private traffic due to rising public traffic costs is inferable, but the emphasis on specific timing for rapid growth in the next few years is user-specific.",public,2,The timing context about rising public domain traffic costs and the current opportunity for private domain development is widely discussed in e-commerce industry knowledge and reasonably inferable from the strategic analysis task.,mixed,False,,
BZ10_where,BZ10,business,where,分析私域流量运营对电商品牌的战略价值,在中国乃至全球范围内，尤其适用于已经拥有一定用户基础但面临增长瓶颈的电商品牌；考虑到不同地区消费者习惯与偏好差异，在制定策略时还需考虑地域特点。,mixed,2,"The general focus on geographic considerations and consumer behavior differences is inferable, but the specific emphasis on China and global scope reflects user-specific details.",mixed,2,"While the general geographic scope (China/global) is inferable from the Chinese language context, the specific details about target brand characteristics and regional strategy considerations require user-specific knowledge.",mixed,False,,
BZ10_who,BZ10,business,who,分析私域流量运营对电商品牌的战略价值,电商企业的市场部负责人、运营团队成员、数据分析人员以及企业高层管理者；同时，研究结果也将为行业分析师、投资者及关注电商发展趋势的公众提供参考。,mixed,2,"The general target audience (e.g., market and operations teams) is inferable, but the inclusion of specific groups like industry analysts and investors carries user-specific details.",public,2,"The target audience for e-commerce private domain traffic strategy analysis is predictable from business domain conventions - typically marketing teams, operations staff, analysts, and executives who deal with customer retention strategies.",mixed,False,,
BZ10_why,BZ10,business,why,分析私域流量运营对电商品牌的战略价值,深入理解私域流量运营如何帮助电商品牌提升用户粘性、增加复购率，并在竞争激烈的市场中建立独特的品牌优势；通过精准营销和个性化服务，提高客户满意度和忠诚度。,mixed,2,"The general direction of analyzing private domain traffic's strategic value for e-commerce brands is inferable, but specific details like '精准营销和个性化服务' are user-specific and not clearly predictable.",public,2,The gold content directly restates the task goal with standard business terminology for private domain traffic operations that would be commonly understood in e-commerce contexts.,mixed,False,,
TC01_how_feel,TC01,technical,how_feel,写一份Python后端服务部署到Kubernetes的操作手册,严谨且实用，注重细节和实际操作步骤；清晰易懂，即使是对Kubernetes不熟悉的用户也能快速上手；充满信心，鼓励团队积极应对挑战,mixed,2,"The need for clarity, practicality, and confidence is generally inferable, but the specific tone and emphasis on encouraging the team are user-specific details.",mixed,2,"While technical documentation generally requires rigor and clarity, the specific tone preferences like 'encouraging confidence' and exact level of detail are user-specific choices.",mixed,False,,
TC01_how_much,TC01,technical,how_much,写一份Python后端服务部署到Kubernetes的操作手册,总预算5万元，其中云资源费用2万、开发与测试工具1万、培训和技术支持1万、文档编写及审查0.5万；预计项目周期为3个月，团队规模包括3名开发人员、1名运维工程师和1名项目经理,private,3,"The specific budget breakdown, project timeline, and team composition are user-specific details that cannot be reasonably inferred from the task title or general context.",private,3,"Budget amounts, team composition, and project timeline are highly specific organizational decisions that cannot be inferred from a general deployment manual task.",private,False,,
TC01_how_to_do,TC01,technical,how_to_do,写一份Python后端服务部署到Kubernetes的操作手册,首先配置Dockerfile和Kubernetes YAML文件；然后构建Docker镜像并推送到镜像仓库；接着在Kubernetes集群中创建命名空间和服务账号；最后部署应用并进行监控和日志管理；同时还需要考虑安全性、资源限制和网络策略,public,2,"The steps for deploying a Python backend service to Kubernetes, including Dockerfile configuration, image building, YAML setup, and monitoring, are standard and widely known in the technical domain.",public,2,The deployment workflow follows standard Kubernetes best practices that any experienced developer would expect in a comprehensive deployment manual.,public,False,,
TC01_when,TC01,technical,when,写一份Python后端服务部署到Kubernetes的操作手册,在项目开发阶段后期，准备上线前进行部署测试时；以及在生产环境中需要进行服务更新或维护时,mixed,2,"The general timing of deployment (e.g., before production or during updates) is inferable, but the specific phrasing and details about 'project development late stage' and 'service updates' are user-specific.",public,2,The timing for Kubernetes deployment (late development phase and production maintenance) follows standard software deployment lifecycle conventions that are widely understood in technical domains.,mixed,False,,
TC01_where,TC01,technical,where,写一份Python后端服务部署到Kubernetes的操作手册,适用于任何使用Kubernetes作为容器编排平台的企业或组织；尤其适合那些正在采用微服务架构并希望利用Kubernetes实现自动化的团队,public,2,"It is common knowledge that Kubernetes is widely used by organizations adopting microservices and seeking automation, which aligns with the task goal.",public,2,The target audience for a Kubernetes deployment manual is predictable from standard technical documentation conventions and the inherent nature of the technology.,public,False,,
TC01_who,TC01,technical,who,写一份Python后端服务部署到Kubernetes的操作手册,开发人员（主要执行者）、运维工程师（技术支持与维护）、项目经理（项目监督与协调）、技术文档编写者（内容整理与优化）,mixed,2,"The involvement of developers and operations engineers is inferable, but the inclusion of project managers and technical writers is user-specific and not clearly inferable.",public,2,The stakeholders for a Kubernetes deployment manual are standard roles predictable from common DevOps practices and organizational structure.,mixed,False,,
TC01_why,TC01,technical,why,写一份Python后端服务部署到Kubernetes的操作手册,为了帮助开发团队更高效地将Python后端服务部署到Kubernetes，提升应用的可扩展性和可靠性；同时为运维人员提供详细的部署指南，确保服务在生产环境中的稳定运行。,mixed,2,"The general purpose of improving deployment efficiency and application reliability is inferable, but the inclusion of detailed guidance for operations staff is user-specific and not clearly inferable.",mixed,2,"The general purpose of improving deployment efficiency and reliability is inferable, but the specific mention of operations personnel and production environment stability adds user-specific organizational context not clearly derivable from the basic task.",mixed,False,,
TC02_how_feel,TC02,technical,how_feel,解释RAG（检索增强生成）系统的架构设计与实现步骤,整体风格应保持专业严谨，同时尽可能做到通俗易懂；在介绍复杂概念时需辅以实例说明，确保读者能够快速掌握核心要点；鼓励探索精神，激发读者对技术创新的兴趣。,mixed,2,"The need for a professional yet accessible tone is inferable, but specific details like using examples and encouraging exploration are user-specific preferences.",mixed,2,"While professional tone is inferable for technical explanations, the specific balance of rigor vs. accessibility and the emphasis on inspiring exploration reflects particular pedagogical preferences.",mixed,False,,
TC02_how_much,TC02,technical,how_much,解释RAG（检索增强生成）系统的架构设计与实现步骤,预计整个项目周期为6个月，团队规模约为8人，包括3名算法工程师、2名数据工程师及3名项目经理/测试人员；初步预算设定为150万元人民币，其中硬件成本占40%，人力成本占50%，其余用于培训及其他杂费。,private,3,"The specific project timeline, team composition, budget allocation, and cost breakdown depend on user-specific details and cannot be reasonably inferred from the task title or domain context alone.",private,3,"Project timeline, team size, budget allocation, and specific resource requirements are highly organization-specific and cannot be inferred from the technical task description alone.",private,False,,
TC02_how_to_do,TC02,technical,how_to_do,解释RAG（检索增强生成）系统的架构设计与实现步骤,首先定义系统需求并选择合适的预训练模型作为基础；然后构建一个包含相关文档的数据集，并使用倒排索引等方法创建高效的检索层；接着将检索结果与原始输入相结合，送入生成模型以产生最终输出；最后通过迭代优化不断改进模型表现。,public,2,The general steps for designing and implementing a RAG system are standard and widely known in the technical domain.,public,2,RAG system architecture follows well-established technical patterns that are standard in the NLP domain and documented in literature.,public,False,,
TC02_when,TC02,technical,when,解释RAG（检索增强生成）系统的架构设计与实现步骤,随着深度学习模型的发展及其在各种NLP任务中的广泛应用，当前是研究与实现RAG系统的关键时期；特别是在需要处理大量非结构化数据并从中提取有价值信息的场景下。,public,2,The timing for RAG system research and implementation being relevant due to advancements in deep learning and its application to NLP tasks is a widely recognized context in the technical domain.,public,2,The timing context about deep learning development and current relevance of RAG systems is standard technical knowledge in the NLP domain.,public,False,,
TC02_where,TC02,technical,where,解释RAG（检索增强生成）系统的架构设计与实现步骤,适用于任何需要进行高效文本处理的应用场景中，如搜索引擎优化、智能客服机器人开发、学术论文摘要自动生成等领域；全球范围内，尤其在科研机构、企业研发中心等地更为常见。,mixed,2,"The general applicability of RAG systems to text processing tasks is inferable, but the specific examples and emphasis on global usage in research and enterprise contexts are user-specific details.",public,2,RAG系统的典型应用场景和部署环境在技术领域是相对标准和可预测的。,mixed,False,,
TC02_who,TC02,technical,who,解释RAG（检索增强生成）系统的架构设计与实现步骤,人工智能研究人员、软件开发人员、数据科学家以及对自然语言处理技术感兴趣的从业者；同时，该内容也适用于希望了解RAG系统工作原理的高级用户或学生。,mixed,2,"The general audience of technical content like RAG systems (e.g., AI researchers, developers) is inferable, but specific inclusion of advanced users or students is user-specific.",public,2,"The target audience for RAG system architecture explanations is predictable from domain conventions - typically AI researchers, developers, and NLP practitioners.",mixed,False,,
TC02_why,TC02,technical,why,解释RAG（检索增强生成）系统的架构设计与实现步骤,为了提升自然语言处理系统的性能，使其能够更准确地理解和生成文本；通过结合检索和生成技术，提高系统在特定领域内的知识获取和应用能力。,public,3,The goal of improving NLP system performance through better understanding and generation is a standard motivation for RAG systems and aligns with common domain conventions.,public,2,The motivation for RAG systems (improving NLP performance through retrieval-augmented generation) is well-established in the technical domain and directly inferable from the task title and goal.,public,False,,
TC03_how_feel,TC03,technical,how_feel,写一篇MySQL数据库性能优化的技术指南,内容应保持技术性和实用性相结合，既深入浅出地解释了复杂的概念和技术细节，又提供了实际操作指南；整体风格专业严谨但不失亲和力，鼓励读者动手实践。,mixed,2,"The need for a professional yet approachable tone is somewhat inferable, but the specific balance of technical depth and practical guidance reflects user-specific preferences.",public,2,"Technical guides in database optimization conventionally balance theoretical depth with practical implementation, making this tone and approach standard for the domain.",mixed,False,,
TC03_how_much,TC03,technical,how_much,写一篇MySQL数据库性能优化的技术指南,预计文档长度为20-30页，包含至少10个具体的优化案例分析；建议投入时间为1个月左右，期间需要团队中至少一名高级DBA参与；总工作量估计为80小时。,private,3,"The specific document length, number of cases, time investment, and team composition are user-specific details not inferable from the context alone.",private,3,"The specific metrics like 20-30 pages, 10 case studies, 1 month timeline, and 80 hours are user-specific project constraints not inferable from the general task description.",private,False,,
TC03_how_to_do,TC03,technical,how_to_do,写一篇MySQL数据库性能优化的技术指南,首先分析当前数据库性能瓶颈，包括但不限于慢查询日志分析、索引使用情况审查等；然后根据分析结果调整配置参数如缓存大小、连接数限制等；接着优化SQL语句，合理利用索引；最后通过定期监控与维护确保持续良好的性能表现。,public,2,"The general steps for optimizing MySQL performance, such as analyzing bottlenecks, adjusting configurations, optimizing queries, and monitoring, are standard practices and inferable from domain conventions and the task goal.",public,2,MySQL performance optimization follows well-established industry practices that any database expert would recommend in this sequence.,public,False,,
TC03_when,TC03,technical,when,写一篇MySQL数据库性能优化的技术指南,在数据库性能成为瓶颈，影响到业务运行效率时；或者在新项目启动前，作为预防性措施进行优化设计。,public,3,It is common sense and domain convention to optimize database performance when it becomes a bottleneck or as a preventive measure during new project planning.,public,2,Database optimization timing follows standard industry practices of addressing bottlenecks reactively or implementing preventively in new projects.,public,False,,
TC03_where,TC03,technical,where,写一篇MySQL数据库性能优化的技术指南,适用于所有使用MySQL数据库的企业环境，无论是在本地服务器还是云平台上；特别适合于大数据量、高并发访问场景下的应用。,public,3,"It is common knowledge that MySQL performance optimization applies broadly to enterprise environments, including local servers and cloud platforms, especially for high data volume and concurrent access scenarios.",public,2,"MySQL performance optimization guides typically target enterprise environments with high-volume, high-concurrency scenarios, making this scope reasonably predictable from the task context.",public,False,,
TC03_who,TC03,technical,who,写一篇MySQL数据库性能优化的技术指南,数据库管理员、后端开发工程师、系统架构师以及任何对MySQL数据库优化感兴趣的IT专业人士；企业IT部门的决策者和项目管理人员。,mixed,2,"The general audience of IT professionals interested in MySQL optimization is inferable, but the specific inclusion of decision-makers and project managers carries user-specific details.",public,2,The target audience for MySQL performance optimization guides follows standard technical documentation conventions and can be reasonably inferred from the domain and task type.,mixed,False,,
TC03_why,TC03,technical,why,写一篇MySQL数据库性能优化的技术指南,提升数据库性能以支持更高效的数据处理和查询，减少系统响应时间，提高用户体验；帮助企业节省成本并提升竞争力。,mixed,2,"The general goal of improving database performance for efficiency and user experience is inferable, but details like cost savings and competitive advantage are user-specific and not clearly inferable.",mixed,2,"The performance benefits are clearly inferable from the task goal, but the specific business outcomes like cost savings and competitive advantage are user-specific additions not directly stated in the original context.",mixed,False,,
TC04_how_feel,TC04,technical,how_feel,介绍微服务架构下API网关的选型与配置方案,内容应具有高度的技术性和实用性，能够清晰地指导读者完成从选型到配置的全过程；风格上保持专业严谨，同时尽量做到易于理解，便于快速上手实践。,mixed,2,"The need for technicality and practical guidance is inferable, but the specific balance of professionalism and ease of understanding reflects user-specific preferences.",public,2,"Technical documentation in enterprise contexts conventionally requires practical, professional tone with clear implementation guidance.",mixed,False,,
TC04_how_much,TC04,technical,how_much,介绍微服务架构下API网关的选型与配置方案,预计总成本约20万元人民币，其中硬件/云服务费用5万元，软件许可费（如有）3万元，开发与集成工作量10万元，培训及文档编写费用2万元；项目周期为4个月，涉及核心团队成员5人。,private,3,"The specific cost breakdown, project timeline, and team size are highly user-specific and not inferable from general context or conventions.",private,3,"Specific cost breakdowns, project duration, and team size depend entirely on the organization's scale, requirements, and internal resources which cannot be inferred from the general task description.",private,False,,
TC04_how_to_do,TC04,technical,how_to_do,介绍微服务架构下API网关的选型与配置方案,首先评估现有系统的业务需求和技术栈，选择合适的API网关产品（如Kong、Nginx、Spring Cloud Gateway等）；接着定义API策略，包括路由规则、认证授权机制、限流熔断策略等；最后，进行详细的配置与测试，并制定相应的监控与维护计划。,mixed,2,"The general steps for selecting and configuring an API gateway in a microservices architecture are inferable, but the specific products and strategies mentioned depend on user-specific preferences and requirements.",public,2,"The systematic approach of evaluation, selection, configuration, and monitoring follows standard technical implementation methodology that domain experts would expect.",mixed,False,,
TC04_when,TC04,technical,when,介绍微服务架构下API网关的选型与配置方案,在企业决定采用或升级到微服务架构时，特别是在面临服务数量增加、复杂性提高的情况下；建议在项目初期进行规划，以确保架构设计的合理性与前瞻性。,mixed,2,"The general timing of planning during the adoption or upgrade to microservices is inferable, but the specific emphasis on service quantity and complexity is user-specific.",public,2,The timing for API gateway selection in microservices architecture follows standard industry practices that are well-established in technical domain conventions.,mixed,False,,
TC04_where,TC04,technical,where,介绍微服务架构下API网关的选型与配置方案,适用于所有采用微服务架构的企业环境，无论是在本地数据中心还是云平台上；特别适合那些需要处理大量并发请求、对性能和安全性有较高要求的应用场景。,public,2,The applicability to microservices architectures in various environments and the focus on performance and security are standard considerations in this domain.,public,2,"The applicability to microservice enterprise environments with high concurrency and security requirements is a standard, predictable scope for API gateway selection topics.",public,False,,
TC04_who,TC04,technical,who,介绍微服务架构下API网关的选型与配置方案,软件开发工程师（主要实施者）、系统架构师（技术决策者）、运维团队（部署与维护）、企业IT管理者（项目支持与资源分配）,mixed,2,"The general roles involved in microservices architecture (e.g., developers, architects, operations) are inferable, but the specific breakdown and inclusion of IT management depend on user-specific details.",public,2,The stakeholder roles for API gateway selection and configuration in microservices architecture follow standard enterprise software development conventions.,mixed,False,,
TC04_why,TC04,technical,why,介绍微服务架构下API网关的选型与配置方案,为了帮助企业构建高效、可扩展的微服务架构，确保不同服务之间的通信安全可靠；同时，通过API网关提供统一的访问入口，简化客户端与后端服务的交互。,public,2,"The purpose of API gateways in microservice architectures, including ensuring secure communication and providing a unified access point, is standard and widely understood in the technical domain.",mixed,2,"The general purpose is inferable from the task goal, but the specific addition about unified access entry and simplified client-backend interaction represents elaboration beyond what's explicitly stated.",mixed,False,,
TC05_how_feel,TC05,technical,how_feel,写一份大语言模型fine-tuning的实施流程文档,文档风格应专业严谨但易于理解，通过清晰的步骤说明和丰富的示例代码增强实用性；保持积极鼓励的态度，激发读者的学习兴趣和实践动力。,mixed,2,"The need for a professional and clear style is inferable, but the specific tone of being encouraging and including rich example code reflects user-specific preferences.",mixed,2,"While professional and clear documentation style is inferable for technical documents, the specific tone preferences like 'encouraging attitude' and 'inspiring learning interest' reflect user-specific stylistic choices.",mixed,False,,
TC05_how_much,TC05,technical,how_much,写一份大语言模型fine-tuning的实施流程文档,预计文档总长度约30-40页，包含10个主要章节，每个章节下设若干子部分；预算投入约200小时用于调研、撰写及审核；计划周期为2个月，其中第一月完成初稿，第二月进行修订和最终定稿。,private,3,"The specific details about document length, budgeted hours, and timeline are user-specific and not inferable from general context or conventions.",private,3,"The specific page count, chapter structure, time investment, and timeline are organizational decisions that depend entirely on the user's resources, constraints, and internal requirements.",private,False,,
TC05_how_to_do,TC05,technical,how_to_do,写一份大语言模型fine-tuning的实施流程文档,首先定义目标和评估指标；接着准备训练数据集，包括数据清洗、标注和预处理；选择合适的预训练模型作为基础；设置超参数和训练配置；使用适当的工具和框架（如Hugging Face Transformers）进行fine-tuning；监控训练过程，调整参数以优化性能；最后进行模型评估，并记录结果。,public,2,"The general steps for fine-tuning a large language model are standard and widely known in the technical domain, making them reasonably inferable.",public,3,The fine-tuning workflow follows standard ML/NLP conventions that any experienced practitioner would expect.,public,False,,
TC05_when,TC05,technical,when,写一份大语言模型fine-tuning的实施流程文档,在项目启动阶段，明确需求后开始制定；在开发过程中持续更新和完善；在项目结束时进行总结和归档。,mixed,2,"The general timing of documentation (start, during, end) is inferable, but the specific phrasing and emphasis on stages carry user-specific details.",public,2,"Standard technical documentation lifecycle (initiate, develop, maintain, archive) is a common practice in software engineering projects.",mixed,False,,
TC05_where,TC05,technical,where,写一份大语言模型fine-tuning的实施流程文档,适用于企业内部的数据科学团队、研究机构、高校实验室等需要进行大语言模型fine-tuning的环境；文档应存储于版本控制系统中，便于协作和版本管理。,mixed,2,"The general applicability to environments like data science teams and research institutions is inferable, but specifics like storing the document in a version control system are user-specific details.",mixed,2,"The general target environments (data science teams, research institutions) are inferable from the task goal, but the specific storage requirements about version control systems reflect particular organizational preferences not clearly derivable from the basic task description.",mixed,False,,
TC05_who,TC05,technical,who,写一份大语言模型fine-tuning的实施流程文档,数据科学家、机器学习工程师（主要执行者）、项目经理（项目协调与监督）、技术文档编写者（文档整理与优化）、业务分析师（需求分析与验证）,mixed,2,"The involvement of data scientists and machine learning engineers is inferable, but the inclusion of roles like project managers, technical writers, and business analysts depends on user-specific organizational practices.",public,2,"The core roles (data scientists, ML engineers) are clearly inferable from the technical domain and fine-tuning task, though specific organizational roles like project managers may vary by company.",mixed,False,,
TC05_why,TC05,technical,why,写一份大语言模型fine-tuning的实施流程文档,帮助数据科学家和工程师理解并实施大语言模型的fine-tuning，以提高特定任务的性能；同时为团队提供一个标准化的参考指南，确保流程的一致性和可复现性。,mixed,2,"The general purpose of improving task performance and providing a standardized guide is inferable, but the emphasis on team consistency and reproducibility carries user-specific details.",mixed,2,"The main purpose is clearly inferable from the task goal, but the specific addition about standardization and reproducibility for teams represents user-specific organizational needs not explicitly stated in the original goal.",mixed,False,,
TC06_how_feel,TC06,technical,how_feel,解释向量数据库的工作原理及主流产品对比,文章将采用平易近人的语言风格，结合图表与代码示例来解释复杂概念，确保即使是初学者也能轻松跟上思路；整体氛围积极向上，鼓励读者积极探索新技术并勇于实践。,mixed,2,"The general tone of being approachable and encouraging is inferable, but the specific use of charts, code examples, and targeting beginners is user-specific detail.",mixed,2,"While technical explanations typically aim for clarity and accessibility, the specific tone choices like '平易近人' and '积极向上' reflect particular stylistic preferences not clearly inferable from the task alone.",mixed,False,,
TC06_how_much,TC06,technical,how_much,解释向量数据库的工作原理及主流产品对比,计划撰写一篇约5000字的文章，涵盖至少三种不同类型的向量数据库比较分析；预计投入2周时间完成初稿编写及修订工作；目标是在接下来的一个月内发布并通过社交媒体等渠道进行推广。,private,3,"The specific word count, timeline, and promotional strategy are user-specific details not inferable from the task context alone.",private,3,"The specific word count, timeline, number of products to compare, and publication strategy are user-specific decisions not inferable from the general task description.",private,False,,
TC06_how_to_do,TC06,technical,how_to_do,解释向量数据库的工作原理及主流产品对比,"首先介绍向量数据库的基本概念及其在现代数据科学中的作用；接着详细讲解几种主流向量数据库（如Pinecone, Milvus, Faiss等）的工作机制，并通过实际案例展示它们之间的性能差异；最后给出选择合适向量数据库时应考虑的关键因素。",mixed,2,"The general structure of explaining concepts, comparing products, and providing selection criteria is inferable, but the specific databases and detailed steps are user-specific.",public,2,"The structured approach of explaining concepts, comparing mainstream products, and providing selection criteria follows standard technical documentation conventions for database comparison tasks.",mixed,False,,
TC06_when,TC06,technical,when,解释向量数据库的工作原理及主流产品对比,随着大数据和人工智能技术的发展，现在是探索和应用向量数据库的最佳时机；特别是在需要高效处理大规模非结构化数据场景下，如推荐系统、图像识别等领域。,mixed,2,"The general relevance of timing due to advancements in AI and big data is inferable, but the specific mention of scenarios like recommendation systems and image recognition is user-specific.",public,2,The timing context about big data/AI development and vector database applications is standard technical knowledge that would be commonly understood in this domain.,mixed,False,,
TC06_where,TC06,technical,where,解释向量数据库的工作原理及主流产品对比,适用于任何涉及大量高维数据存储与查询的应用环境，包括但不限于互联网公司、科研机构以及教育培训机构等；地理上不受限制，全球范围内均可使用。,public,2,The applicability of vector databases to high-dimensional data storage and querying across various industries and global usage is a common domain understanding.,public,2,"Vector databases are inherently general-purpose tools for high-dimensional data, so their broad applicability across organizations and geographic regions is reasonably inferable from the technical domain and educational goal.",public,False,,
TC06_who,TC06,technical,who,解释向量数据库的工作原理及主流产品对比,软件开发人员、数据科学家（主要受众）、数据库管理员（实施者）、IT决策者（决策支持）、技术爱好者或学生（学习目的）,mixed,2,"The primary audience of technical content like this (e.g., software developers and data scientists) is inferable, but the inclusion of specific roles like IT decision-makers or students is user-specific and not fully predictable.",public,2,The target audience for vector database explanations and product comparisons is clearly inferable from the technical domain and stated goal of helping technical teams and data scientists.,mixed,False,,
TC06_why,TC06,technical,why,解释向量数据库的工作原理及主流产品对比,帮助技术团队和数据科学家更好地理解和选择适合其需求的向量数据库解决方案，从而优化数据处理效率和提高项目成功率；同时，为非专业读者提供易于理解的技术概览，增加对这一领域的好奇心与兴趣。,mixed,2,"The general purpose of helping technical teams understand and choose vector databases is inferable, but the inclusion of non-professional readers and fostering curiosity is user-specific and not clearly predictable.",mixed,2,"The primary purpose for technical teams is clearly inferable from the task goal, but the additional aim of engaging non-professional readers with curiosity and interest represents user-specific editorial choices not evident from the basic technical explanation task.",mixed,False,,
TC07_how_feel,TC07,technical,how_feel,写一份前端React项目代码规范与工程化配置指南,专业严谨但易于理解，强调实用性和可操作性；鼓励团队成员积极参与讨论和反馈，营造开放协作的氛围。,mixed,2,"The general tone of professionalism and collaboration is inferable, but specific phrasing and emphasis on feedback and openness are user-specific details.",mixed,2,"While a professional and practical tone is expected for technical documentation, the specific emphasis on team collaboration atmosphere and feedback culture reflects particular organizational values not clearly inferable from the task alone.",mixed,False,,
TC07_how_much,TC07,technical,how_much,写一份前端React项目代码规范与工程化配置指南,指南总长度约30-40页，涵盖至少10个核心主题；预计开发周期2周，由3-5名资深前端工程师共同完成；后续每季度进行一次内容审查与更新。,private,3,"The specific length, number of topics, development timeline, team size, and review frequency are user-specific details not inferable from general context or conventions.",private,3,"The specific metrics like 30-40 pages, 10 core topics, 2-week timeline, and 3-5 engineers are organizational decisions that cannot be inferred from the general task description.",private,False,,
